tg_id,tg_nick,vit,kfc,bk,other,summ
1059806477,Katrriiiin,65,0,0,0,65
344927841,Sillainer,364,0,0,0,364
294057781,bozhenkas,0,0,0,0,0
344917183,so11jus,238,0,0,0,238
830175821,,313,0,0,0,313
813689840,golovach_0,319,0,0,0,319
987969893,manyazur,204,0,0,0,204
428790218,kiroprod,432,0,0,0,432
846591585,yduwoqj,284,0,0,0,284
545655274,todelerr,622,0,0,0,622
904624520,annbdito,740,0,0,0,740
926913761,swtbeere,0,0,0,0,0
5856873492,lsgod,0,0,0,0,0
850099740,curlyettin,0,0,0,0,0
